video_path,local_path,usage,split,label,video_fake,audio_fake,generative_method,audio_generative_method,open_set_model,open_set_language,language,status,error
english/memo/28090_common_voice_en_17275334.mp4,infer/memo/28090_common_voice_en_17275334.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/59344_common_voice_en_27151663.mp4,infer/memo/59344_common_voice_en_27151663.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/40209_common_voice_en_21927584.mp4,infer/memo/40209_common_voice_en_21927584.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/48960_common_voice_en_19415243.mp4,infer/memo/48960_common_voice_en_19415243.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/68822_common_voice_en_692477.mp4,infer/memo/68822_common_voice_en_692477.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/59955_common_voice_en_30208613.mp4,infer/memo/59955_common_voice_en_30208613.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/56138_common_voice_en_23885271.mp4,infer/memo/56138_common_voice_en_23885271.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/08897_common_voice_en_24923478.mp4,infer/memo/08897_common_voice_en_24923478.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/44000_common_voice_en_28732011.mp4,infer/memo/44000_common_voice_en_28732011.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/41133_common_voice_en_23705069.mp4,infer/memo/41133_common_voice_en_23705069.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/28378_common_voice_en_617035.mp4,infer/memo/28378_common_voice_en_617035.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/67871_common_voice_en_18124686.mp4,infer/memo/67871_common_voice_en_18124686.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/56229_common_voice_en_22204322.mp4,infer/memo/56229_common_voice_en_22204322.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/04286_common_voice_en_9347172.mp4,infer/memo/04286_common_voice_en_9347172.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/48582_common_voice_en_22021327.mp4,infer/memo/48582_common_voice_en_22021327.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/35542_common_voice_en_657717.mp4,infer/memo/35542_common_voice_en_657717.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/19345_common_voice_en_36887059.mp4,infer/memo/19345_common_voice_en_36887059.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/05205_common_voice_en_35160780.mp4,infer/memo/05205_common_voice_en_35160780.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/02528_common_voice_en_22023511.mp4,infer/memo/02528_common_voice_en_22023511.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/24993_common_voice_en_18825734.mp4,infer/memo/24993_common_voice_en_18825734.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/37960_common_voice_en_17725420.mp4,infer/memo/37960_common_voice_en_17725420.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/20111_common_voice_en_25549545.mp4,infer/memo/20111_common_voice_en_25549545.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/00168_common_voice_en_20551729.mp4,infer/memo/00168_common_voice_en_20551729.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/68485_common_voice_en_21846151.mp4,infer/memo/68485_common_voice_en_21846151.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/03886_common_voice_en_17957442.mp4,infer/memo/03886_common_voice_en_17957442.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/10099_common_voice_en_21356336.mp4,infer/memo/10099_common_voice_en_21356336.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/64690_common_voice_en_20239320.mp4,infer/memo/64690_common_voice_en_20239320.mp4,eval_track1,test,fake,True,True,memo,vits+knn,False,False,english,done,
english/memo/46552_common_voice_en_35168941.mp4,infer/memo/46552_common_voice_en_35168941.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/20628_common_voice_en_622919.mp4,infer/memo/20628_common_voice_en_622919.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/14222_common_voice_en_27570930.mp4,infer/memo/14222_common_voice_en_27570930.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/00234_common_voice_en_30538154.mp4,infer/memo/00234_common_voice_en_30538154.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/07552_common_voice_en_25206168.mp4,infer/memo/07552_common_voice_en_25206168.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/00742_common_voice_en_619651.mp4,infer/memo/00742_common_voice_en_619651.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/16919_common_voice_en_692178.mp4,infer/memo/16919_common_voice_en_692178.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/12740_common_voice_en_17458577.mp4,infer/memo/12740_common_voice_en_17458577.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/49014_common_voice_en_21932725.mp4,infer/memo/49014_common_voice_en_21932725.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/memo/69102_common_voice_en_617806.mp4,infer/memo/69102_common_voice_en_617806.mp4,eval_track1,test,fake,True,True,memo,xtts_v2,False,False,english,done,
english/sonic/northandsouth_39_f000060_44.mp4,infer/sonic/northandsouth_39_f000060_44.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/piratesofersatz_01_leinster_64kb_f000156_74.mp4,infer/sonic/piratesofersatz_01_leinster_64kb_f000156_74.mp4,eval_track2,test,fake,True,True,sonic,vallex,True,False,english,done,
english/sonic/northandsouth_35_f000069_91.mp4,infer/sonic/northandsouth_35_f000069_91.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_12_f000451_67.mp4,infer/sonic/poisoned_pen_12_f000451_67.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_14_f000032_83.mp4,infer/sonic/northandsouth_14_f000032_83.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/hunters_space_15_f000071_70.mp4,infer/sonic/hunters_space_15_f000071_70.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_17_f000142_27.mp4,infer/sonic/northandsouth_17_f000142_27.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_09_f000007_58.mp4,infer/sonic/midnight_passenger_09_f000007_58.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_35_f000182_2.mp4,infer/sonic/northandsouth_35_f000182_2.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/hunters_space_16_f000137_63.mp4,infer/sonic/hunters_space_16_f000137_63.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_01_f000012_45.mp4,infer/sonic/northandsouth_01_f000012_45.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/dorothy_and_wizard_oz_04_f000084_17.mp4,infer/sonic/dorothy_and_wizard_oz_04_f000084_17.mp4,eval_track2,test,fake,True,True,sonic,vallex,True,False,english,done,
english/sonic/poisoned_pen_10_f000252_41.mp4,infer/sonic/poisoned_pen_10_f000252_41.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_13_f000238_22.mp4,infer/sonic/midnight_passenger_13_f000238_22.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/skyisland_14_baum_64kb_f000069_6.mp4,infer/sonic/skyisland_14_baum_64kb_f000069_6.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_09_f000010_79.mp4,infer/sonic/northandsouth_09_f000010_79.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_05_f000111_56.mp4,infer/sonic/northandsouth_05_f000111_56.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_08_f000182_47.mp4,infer/sonic/midnight_passenger_08_f000182_47.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_03_f000157_87.mp4,infer/sonic/northandsouth_03_f000157_87.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_27_f000054_12.mp4,infer/sonic/northandsouth_27_f000054_12.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_52_f000071_13.mp4,infer/sonic/northandsouth_52_f000071_13.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_02_f000211_66.mp4,infer/sonic/poisoned_pen_02_f000211_66.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_21_f000067_93.mp4,infer/sonic/the_sea_fairies_21_f000067_93.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_14_f000124_101.mp4,infer/sonic/the_sea_fairies_14_f000124_101.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_21_f000011_31.mp4,infer/sonic/the_sea_fairies_21_f000011_31.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/skyisland_24_baum_64kb_f000099_11.mp4,infer/sonic/skyisland_24_baum_64kb_f000099_11.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_50_f000019_4.mp4,infer/sonic/northandsouth_50_f000019_4.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_08_f000269_16.mp4,infer/sonic/poisoned_pen_08_f000269_16.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_10_f000096_53.mp4,infer/sonic/the_sea_fairies_10_f000096_53.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/skyisland_18_baum_64kb_f000008_48.mp4,infer/sonic/skyisland_18_baum_64kb_f000008_48.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/piratesofersatz_02_leinster_64kb_f000235_49.mp4,infer/sonic/piratesofersatz_02_leinster_64kb_f000235_49.mp4,eval_track2,test,fake,True,True,sonic,vallex,True,False,english,done,
english/sonic/poisoned_pen_08_f000195_55.mp4,infer/sonic/poisoned_pen_08_f000195_55.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_18_f000006_1.mp4,infer/sonic/northandsouth_18_f000006_1.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/silent_bullet_02_f000199_52.mp4,infer/sonic/silent_bullet_02_f000199_52.mp4,eval_track2,test,fake,True,True,sonic,yourTTS,True,False,english,done,
english/sonic/midnight_passenger_13_f000209_61.mp4,infer/sonic/midnight_passenger_13_f000209_61.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_08_f000164_69.mp4,infer/sonic/poisoned_pen_08_f000164_69.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_04_f000344_99.mp4,infer/sonic/poisoned_pen_04_f000344_99.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_06_f000022_10.mp4,infer/sonic/the_sea_fairies_06_f000022_10.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_03_f000126_9.mp4,infer/sonic/northandsouth_03_f000126_9.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_03_f000142_81.mp4,infer/sonic/northandsouth_03_f000142_81.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/hunters_space_19_f000023_26.mp4,infer/sonic/hunters_space_19_f000023_26.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_02_f000171_42.mp4,infer/sonic/the_sea_fairies_02_f000171_42.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_04_f000106_34.mp4,infer/sonic/midnight_passenger_04_f000106_34.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_08_f000059_71.mp4,infer/sonic/poisoned_pen_08_f000059_71.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_10_f000011_38.mp4,infer/sonic/northandsouth_10_f000011_38.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_07_f000040_36.mp4,infer/sonic/midnight_passenger_07_f000040_36.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_10_f000104_92.mp4,infer/sonic/midnight_passenger_10_f000104_92.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_03_f000132_8.mp4,infer/sonic/midnight_passenger_03_f000132_8.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/silent_bullet_02_f000143_73.mp4,infer/sonic/silent_bullet_02_f000143_73.mp4,eval_track2,test,fake,True,True,sonic,yourTTS,True,False,english,done,
english/sonic/northandsouth_37_f000086_77.mp4,infer/sonic/northandsouth_37_f000086_77.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_02_f000031_82.mp4,infer/sonic/northandsouth_02_f000031_82.mp4,eval_track2,test,fake,True,True,sonic,yourTTS,True,False,english,done,
english/sonic/the_sea_fairies_20_f000133_18.mp4,infer/sonic/the_sea_fairies_20_f000133_18.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_24_f000024_15.mp4,infer/sonic/northandsouth_24_f000024_15.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/hunters_space_07_f000034_80.mp4,infer/sonic/hunters_space_07_f000034_80.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_10_f000221_39.mp4,infer/sonic/midnight_passenger_10_f000221_39.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_37_f000194_46.mp4,infer/sonic/northandsouth_37_f000194_46.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_09_f000148_29.mp4,infer/sonic/midnight_passenger_09_f000148_29.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_19_f000185_57.mp4,infer/sonic/northandsouth_19_f000185_57.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_05_f000002_33.mp4,infer/sonic/poisoned_pen_05_f000002_33.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_08_f000158_5.mp4,infer/sonic/midnight_passenger_08_f000158_5.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/skyisland_29_baum_64kb_f000040_28.mp4,infer/sonic/skyisland_29_baum_64kb_f000040_28.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_11_f000140_23.mp4,infer/sonic/northandsouth_11_f000140_23.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/hunters_space_07_f000044_88.mp4,infer/sonic/hunters_space_07_f000044_88.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_06_f000130_72.mp4,infer/sonic/northandsouth_06_f000130_72.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_22_f000233_62.mp4,infer/sonic/northandsouth_22_f000233_62.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_12_f000304_78.mp4,infer/sonic/poisoned_pen_12_f000304_78.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/hunters_space_09_f000034_96.mp4,infer/sonic/hunters_space_09_f000034_96.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_27_f000072_94.mp4,infer/sonic/northandsouth_27_f000072_94.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_16_f000060_3.mp4,infer/sonic/northandsouth_16_f000060_3.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_22_f000047_95.mp4,infer/sonic/northandsouth_22_f000047_95.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_48_f000084_60.mp4,infer/sonic/northandsouth_48_f000084_60.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_08_f000069_64.mp4,infer/sonic/the_sea_fairies_08_f000069_64.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_52_f000076_14.mp4,infer/sonic/northandsouth_52_f000076_14.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_08_f000111_40.mp4,infer/sonic/northandsouth_08_f000111_40.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_30_f000062_59.mp4,infer/sonic/northandsouth_30_f000062_59.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_35_f000235_19.mp4,infer/sonic/northandsouth_35_f000235_19.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_49_f000017_65.mp4,infer/sonic/northandsouth_49_f000017_65.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_14_f000235_89.mp4,infer/sonic/midnight_passenger_14_f000235_89.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_46_f000094_20.mp4,infer/sonic/northandsouth_46_f000094_20.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_10_f000111_35.mp4,infer/sonic/the_sea_fairies_10_f000111_35.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_06_f000205_85.mp4,infer/sonic/poisoned_pen_06_f000205_85.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_46_f000075_32.mp4,infer/sonic/northandsouth_46_f000075_32.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_05_f000149_50.mp4,infer/sonic/northandsouth_05_f000149_50.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/skyisland_08_baum_64kb_f000043_7.mp4,infer/sonic/skyisland_08_baum_64kb_f000043_7.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/silent_bullet_02_f000192_84.mp4,infer/sonic/silent_bullet_02_f000192_84.mp4,eval_track2,test,fake,True,True,sonic,yourTTS,True,False,english,done,
english/sonic/northandsouth_02_f000132_75.mp4,infer/sonic/northandsouth_02_f000132_75.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_09_f000071_90.mp4,infer/sonic/midnight_passenger_09_f000071_90.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_05_f000072_51.mp4,infer/sonic/midnight_passenger_05_f000072_51.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/dorothy_and_wizard_oz_05_f000089_24.mp4,infer/sonic/dorothy_and_wizard_oz_05_f000089_24.mp4,eval_track2,test,fake,True,True,sonic,glowtts+freevc,True,False,english,done,
english/sonic/hunters_space_07_f000022_97.mp4,infer/sonic/hunters_space_07_f000022_97.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_06_f000024_98.mp4,infer/sonic/the_sea_fairies_06_f000024_98.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_03_f000103_30.mp4,infer/sonic/poisoned_pen_03_f000103_30.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_09_f000126_43.mp4,infer/sonic/midnight_passenger_09_f000126_43.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/dorothy_and_wizard_oz_03_f000079_68.mp4,infer/sonic/dorothy_and_wizard_oz_03_f000079_68.mp4,eval_track2,test,fake,True,True,sonic,vallex,True,False,english,done,
english/sonic/midnight_passenger_07_f000214_76.mp4,infer/sonic/midnight_passenger_07_f000214_76.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/the_sea_fairies_12_f000136_21.mp4,infer/sonic/the_sea_fairies_12_f000136_21.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_15_f000007_37.mp4,infer/sonic/midnight_passenger_15_f000007_37.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/poisoned_pen_06_f000110_25.mp4,infer/sonic/poisoned_pen_06_f000110_25.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_13_f000071_100.mp4,infer/sonic/northandsouth_13_f000071_100.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/midnight_passenger_03_f000314_54.mp4,infer/sonic/midnight_passenger_03_f000314_54.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/sonic/northandsouth_46_f000118_86.mp4,infer/sonic/northandsouth_46_f000118_86.mp4,eval_track2,test,fake,True,True,sonic,vits+openvoice,True,False,english,done,
english/knnvc/Efp1EiSwDO4_89_1.mp4,infer/real/Efp1EiSwDO4_89_1.mp4,eval_track2,test,fake,False,True,real,knnvc,True,False,english,done,
english/knnvc/I5oeY5O5oJI_60_3.mp4,infer/real/I5oeY5O5oJI_60_3.mp4,eval_track2,test,fake,False,True,real,knnvc,True,False,english,done,
english/knnvc/I2s4msDXNgw_70_1.mp4,infer/real/I2s4msDXNgw_70_1.mp4,eval_track2,test,fake,False,True,real,knnvc,True,False,english,done,
english/knnvc/_cPj3b9BDPI_27_1.mp4,infer/real/_cPj3b9BDPI_27_1.mp4,eval_track2,test,fake,False,True,real,knnvc,True,False,english,done,
english/knnvc/qsnbJZQAD-k_3_2.mp4,infer/real/qsnbJZQAD-k_3_2.mp4,eval_track2,test,fake,False,True,real,knnvc,True,False,english,done,
english/knnvc/9C7jAAxWnqA_248_1.mp4,infer/real/9C7jAAxWnqA_248_1.mp4,eval_track2,test,fake,False,True,real,knnvc,True,False,english,done,
